id,clubs,clubs-href,players,players-href,full name,position desc,date of birth,nation,image-src,weight,height,rating,age,Aerial Ability,Aggression,Command of Area,Composure,Concentration,Control,Corners,Creativity,Crossing,Determination,Distribution,Dribbling,Finishing,Flair,Free Kicks,Handling,Leadership,Long Passing,Long Shots,Marking,Movement,One on Ones,Pace,Passing,Penalties,Positioning,Saving Penalties,Shot Stopping,Stamina,Strength,Tackling,Volleying,Work Rate,D(R),D(L),D(C),GK,DM(R),DM(L),DM(C),M(R),M(L),M(C),AM(R),AM(L),AM(C),F(R),F(L),F(C),right,left
56,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"IVANOVI?, Branislav",https://en.soccerwiki.org/player.php?pid=25260,Branislav Ivanovi?,Fullback,22-Feb-84,Serbia,https://cdn.soccerwiki.org/images/player/25260.jpg,91,185,91,32,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,1,0,0,9,10,4,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"STURRIDGE, Daniel",https://en.soccerwiki.org/player.php?pid=20312,Daniel Andre Sturridge,General Forward,01-Sep-89,England,https://cdn.soccerwiki.org/images/player/20312.jpg,76,188,91,26,0,0,0,5,0,6,1,10,0,0,0,3,2,7,0,0,0,0,4,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1
58,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"BAINES, Leighton",https://en.soccerwiki.org/player.php?pid=2000,Leighton John Baines,Wingback,11-Dec-84,England,https://cdn.soccerwiki.org/images/player/2000.jpg,70,170,90,31,0,0,0,3,0,4,8,0,1,0,0,2,0,0,7,0,0,0,0,0,9,0,0,0,5,0,0,0,6,0,0,0,10,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
59,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"MIRALLAS, Kevin",https://en.soccerwiki.org/player.php?pid=5586,Kevin Antonio Joel Gislain Mirallas Y Castillo,Wide Forward,05-Oct-87,Belgium,https://cdn.soccerwiki.org/images/player/5586.jpg,72,182,90,28,0,0,0,0,0,9,4,0,7,0,0,6,0,0,0,0,0,0,8,0,1,0,10,0,0,3,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,1,0
60,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"NEGREDO, Álvaro",https://en.soccerwiki.org/player.php?pid=15945,Álvaro Negredo Sánchez,Target Man,20-Aug-85,Spain,https://cdn.soccerwiki.org/images/player/15945.jpg,85,186,90,30,4,8,0,0,0,7,0,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
61,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"MIGNOLET, Simon",https://en.soccerwiki.org/player.php?pid=29048,Simon Luc Hildebert Mignolet,Keeper,06-Mar-88,Belgium,https://cdn.soccerwiki.org/images/player/29048.jpg,88,193,90,28,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,3,1,10,5,0,0,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"NAVAS, Jesús",https://en.soccerwiki.org/player.php?pid=2958,Jesús Navas González,Winger,21-Nov-85,Spain,https://cdn.soccerwiki.org/images/player/2958.jpg,60,170,90,30,0,0,0,0,0,6,0,3,5,0,0,4,0,8,0,0,0,0,0,0,9,0,10,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0
63,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"MANÉ, Sadio",https://en.soccerwiki.org/player.php?pid=56394,Sadio Mané,General Forward,10-Apr-92,Senegal,https://cdn.soccerwiki.org/images/player/56394.jpg,69,175,90,24,0,0,0,0,0,8,0,4,3,0,0,6,5,7,0,0,0,0,0,0,9,0,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,0
64,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"AYEW, André",https://en.soccerwiki.org/player.php?pid=29712,André Morgan Rami Ayew,Wide Forward,17-Dec-89,Ghana,https://cdn.soccerwiki.org/images/player/29712.jpg,72,176,90,26,8,0,0,0,0,0,6,0,0,3,0,9,0,1,0,0,0,0,0,0,2,0,5,0,0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,3,0,1
65,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"MILNER, James",https://en.soccerwiki.org/player.php?pid=1214,James Philip Milner,Box-To-Box Midfielder,04-Jan-86,England,https://cdn.soccerwiki.org/images/player/1214.jpg,70,176,90,30,0,0,0,3,9,4,7,0,0,0,0,0,0,0,5,0,0,0,1,0,10,0,0,2,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,3,3,3,1,1,0,0,0,0,1,0
66,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"FONTE, José",https://en.soccerwiki.org/player.php?pid=16538,José Miguel Da Rocha Fonte,Stopper,22-Dec-83,Portugal,https://cdn.soccerwiki.org/images/player/16538.jpg,81,187,90,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"DARMIAN, Matteo",https://en.soccerwiki.org/player.php?pid=19162,Matteo Darmian,Wingback,02-Dec-89,Italy,https://cdn.soccerwiki.org/images/player/19162.jpg,70,182,90,26,0,0,0,0,4,1,0,0,7,0,0,0,0,0,0,0,0,0,0,10,3,0,8,5,0,0,0,0,2,0,9,0,6,3,3,1,0,3,3,0,3,3,0,0,0,0,0,0,0,1,0
68,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"SAGNA, Bacary",https://en.soccerwiki.org/player.php?pid=3795,Bacary Sagna,Fullback,14-Feb-83,France,https://cdn.soccerwiki.org/images/player/3795.jpg,72,176,90,33,8,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,10,0,0,5,4,3,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"KANTÉ, N'golo",https://en.soccerwiki.org/player.php?pid=68341,N'golo Kanté,Box-To-Box Midfielder,29-Mar-91,France,https://cdn.soccerwiki.org/images/player/68341.jpg,67,169,90,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,10,0,1,0,0,4,2,9,0,3,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,1,0
70,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"CLYNE, Nathaniel",https://en.soccerwiki.org/player.php?pid=37054,Nathaniel Edwin Clyne,Fullback,05-Apr-91,England,https://cdn.soccerwiki.org/images/player/37054.jpg,67,175,90,25,0,0,0,0,0,0,6,0,0,3,0,10,0,1,0,0,0,0,0,0,2,0,8,0,0,4,0,0,0,7,9,0,5,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0
71,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"FEGHOULI, Sofiane",https://en.soccerwiki.org/player.php?pid=29200,Sofiane Feghouli,Winger,26-Dec-89,Algeria,https://cdn.soccerwiki.org/images/player/29200.jpg,75,177,90,26,0,0,0,0,0,9,4,0,0,5,0,0,0,2,0,0,0,0,0,0,6,0,8,0,0,3,0,0,1,7,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,1,1
72,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"BONY, Wilfried",https://en.soccerwiki.org/player.php?pid=35075,Wilfried Guemiand Bony,Target Man,10-Dec-88,Ivory Coast,https://cdn.soccerwiki.org/images/player/35075.jpg,88,182,90,27,5,0,0,4,0,9,1,0,2,0,0,0,3,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0
73,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"VARDY, Jamie",https://en.soccerwiki.org/player.php?pid=53822,Jamie Richard Vardy,General Forward,11-Jan-87,England,https://cdn.soccerwiki.org/images/player/53822.jpg,76,178,90,29,0,8,0,0,0,0,1,0,0,4,0,0,5,0,0,0,0,0,0,0,6,0,9,0,0,2,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,1,1
74,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"LALLANA, Adam",https://en.soccerwiki.org/player.php?pid=22276,Adam David Lallana,Advanced Playmaker,10-May-88,England,https://cdn.soccerwiki.org/images/player/22276.jpg,73,173,90,28,0,0,0,0,0,9,0,6,0,0,0,5,3,0,0,0,4,0,7,0,8,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,1,1
75,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"COLEMAN, Seamus",https://en.soccerwiki.org/player.php?pid=19431,Séamus Coleman,Wingback,11-Oct-88,Ireland,https://cdn.soccerwiki.org/images/player/19431.jpg,70,178,90,27,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,6,8,0,10,0,0,2,0,0,5,0,9,0,1,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0
76,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"MONREAL, Nacho",https://en.soccerwiki.org/player.php?pid=16877,Ignacio Monreal Eraso,Fullback,26-Feb-86,Spain,https://cdn.soccerwiki.org/images/player/16877.jpg,72,179,90,30,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,8,0,0,3,0,0,4,2,9,0,10,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1
77,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"SMALLING, Chris",https://en.soccerwiki.org/player.php?pid=41650,Christopher Lloyd Smalling,Stopper,22-Nov-89,England,https://cdn.soccerwiki.org/images/player/41650.jpg,81,192,90,26,10,0,0,0,0,0,7,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,6,0,0,5,0,0,9,8,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"KOLAROV, Aleksandar",https://en.soccerwiki.org/player.php?pid=19480,Aleksandar Kolarov,Wingback,10-Nov-85,Serbia,https://cdn.soccerwiki.org/images/player/19480.jpg,76,187,90,30,0,0,0,5,0,10,7,0,3,0,0,1,0,0,0,0,0,4,2,0,9,0,0,6,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
79,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"WALKER, Kyle",https://en.soccerwiki.org/player.php?pid=37853,Kyle Andrew Walker,Wingback,28-May-90,England,https://cdn.soccerwiki.org/images/player/37853.jpg,70,178,90,26,0,0,0,0,0,0,2,4,0,3,0,0,0,1,0,0,0,0,0,0,5,0,8,0,0,6,0,0,9,7,0,0,10,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0
80,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"SON, Heung-Min",https://en.soccerwiki.org/player.php?pid=45279,Son Heung-Min,Wide Forward,08-Jul-92,Korea Republic,https://cdn.soccerwiki.org/images/player/45279.jpg,78,183,90,24,0,0,0,0,0,0,6,0,0,0,0,8,9,2,0,0,0,0,10,0,3,0,7,0,0,4,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,3,1,1
81,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"FERNANDO, Reges",https://en.soccerwiki.org/player.php?pid=25268,Fernando Francisco Reges,Ball-Winning Midfielder,25-Jul-87,Brazil,https://cdn.soccerwiki.org/images/player/25268.jpg,72,182,90,29,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,3,7,1,0,4,0,5,2,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
82,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"TADIC, Du?an",https://en.soccerwiki.org/player.php?pid=19587,Du?an Tadi?,Winger,20-Nov-88,Serbia,https://cdn.soccerwiki.org/images/player/19587.jpg,76,181,90,27,0,0,0,4,10,9,0,8,0,0,0,3,1,6,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,0,1
83,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"STERLING, Raheem",https://en.soccerwiki.org/player.php?pid=55579,Raheem Shaquille Sterling,Wide Forward,08-Dec-94,England,https://cdn.soccerwiki.org/images/player/55579.jpg,69,170,90,21,0,0,0,0,0,9,3,0,0,5,0,7,0,0,1,0,0,0,0,0,8,0,10,0,0,4,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,3,1,0
84,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"MARTIAL, Anthony",https://en.soccerwiki.org/player.php?pid=64132,Anthony Martial,General Forward,05-Dec-95,France,https://cdn.soccerwiki.org/images/player/64132.jpg,76,184,90,20,0,0,0,0,0,3,0,6,0,0,0,10,8,4,0,0,0,0,0,0,7,0,9,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,0
85,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"MERTESACKER, Per",https://en.soccerwiki.org/player.php?pid=4679,Per Mertesacker,Stopper,29-Sep-84,Germany,https://cdn.soccerwiki.org/images/player/4679.jpg,90,198,90,31,9,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0,8,0,0,0,5,4,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"ROJO, Marcos",https://en.soccerwiki.org/player.php?pid=39749,Faustino Marcos Alberto Rojo,General Defender,20-Mar-90,Argentina,https://cdn.soccerwiki.org/images/player/39749.jpg,82,186,90,26,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,4,1,0,0,0,0,3,10,8,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"DEPAY, Memphis",https://en.soccerwiki.org/player.php?pid=55043,Memphis Depay,Winger,13-Feb-94,Netherlands,https://cdn.soccerwiki.org/images/player/55043.jpg,78,176,90,22,0,0,0,0,0,7,10,5,0,0,0,4,0,0,8,0,0,0,6,0,0,0,1,9,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,1,0
88,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"SAKHO, Mamadou",https://en.soccerwiki.org/player.php?pid=28380,Mamadou Sakho,Stopper,13-Feb-90,France,https://cdn.soccerwiki.org/images/player/28380.jpg,83,187,90,26,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0,0,1,6,0,0,9,7,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"MIKEL, John Obi",https://en.soccerwiki.org/player.php?pid=7242,John Michael Nchekwube Obinna,Ball-Winning Midfielder,22-Apr-87,Nigeria,https://cdn.soccerwiki.org/images/player/7242.jpg,83,188,90,29,0,0,0,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,8,0,0,6,5,4,0,7,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1
90,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"FIRMINO, Roberto",https://en.soccerwiki.org/player.php?pid=44009,Roberto Firmino Barbosa De Oliveira,Advanced Playmaker,02-Oct-91,Brazil,https://cdn.soccerwiki.org/images/player/44009.jpg,76,181,90,24,0,0,0,0,0,7,3,6,0,0,0,5,4,8,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,1,0
91,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"JAGIELKA, Phil",https://en.soccerwiki.org/player.php?pid=1610,Philip Nikodem Jagielka,Stopper,17-Aug-82,England,https://cdn.soccerwiki.org/images/player/1610.jpg,87,180,90,33,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,2,0,0,7,0,0,3,0,10,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"LEIVA, Lucas",https://en.soccerwiki.org/player.php?pid=12802,Lucas Pezzini Leiva,Ball-Winning Midfielder,09-Jan-87,Brazil,https://cdn.soccerwiki.org/images/player/12802.jpg,73,179,90,29,0,0,0,3,8,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,7,0,0,6,0,9,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
93,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"BLIND, Daley",https://en.soccerwiki.org/player.php?pid=36680,Daley Blind,Ball-Playing Defender,09-Mar-90,Netherlands,https://cdn.soccerwiki.org/images/player/36680.jpg,72,180,90,26,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,9,1,0,0,4,10,2,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"TERRY, John",https://en.soccerwiki.org/player.php?pid=455,John George Terry,Stopper,07-Dec-80,England,https://cdn.soccerwiki.org/images/player/455.jpg,90,187,90,35,4,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,2,6,0,0,1,0,9,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"NASRI, Samir",https://en.soccerwiki.org/player.php?pid=3897,Samir Nasri,Advanced Playmaker,26-Jun-87,France,https://cdn.soccerwiki.org/images/player/3897.jpg,75,178,90,29,0,0,0,3,0,9,0,10,0,0,0,2,1,7,5,0,0,0,0,0,8,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,1,1
96,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"WELBECK, Danny",https://en.soccerwiki.org/player.php?pid=35510,Daniel Nii Tackie Mensah Welbeck,General Forward,26-Nov-90,England,https://cdn.soccerwiki.org/images/player/35510.jpg,73,185,90,25,0,0,0,0,0,0,0,2,0,3,0,0,0,7,0,0,0,0,0,0,9,0,8,0,0,4,1,0,6,0,0,5,10,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,1,0
97,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"CLICHY, Gaël",https://en.soccerwiki.org/player.php?pid=10,Gaël Clichy,Fullback,26-Jul-85,France,https://cdn.soccerwiki.org/images/player/10.jpg,72,181,89,31,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,4,1,0,6,0,7,5,10,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
98,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"FERNÁNDEZ, Federico",https://en.soccerwiki.org/player.php?pid=37414,Federico Fernández,Stopper,21-Feb-89,Argentina,https://cdn.soccerwiki.org/images/player/37414.jpg,81,189,89,27,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,9,3,0,0,10,7,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"DELPH, Fabian",https://en.soccerwiki.org/player.php?pid=29444,Fabian Delph,Box-To-Box Midfielder,21-Nov-89,England,https://cdn.soccerwiki.org/images/player/29444.jpg,60,174,89,26,0,10,0,0,8,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,7,0,0,0,5,9,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1
100,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"LOVREN, Dejan",https://en.soccerwiki.org/player.php?pid=30700,Dejan Lovren,Stopper,05-Jul-89,Croatia,https://cdn.soccerwiki.org/images/player/30700.jpg,84,188,89,27,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,5,0,0,0,3,0,0,9,10,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"MANGALA, Eliaquim",https://en.soccerwiki.org/player.php?pid=37178,Eliaquim Mangala,Stopper,13-Feb-91,France,https://cdn.soccerwiki.org/images/player/37178.jpg,84,188,89,25,8,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,4,9,10,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
102,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"KOUYATÉ, Cheikhou",https://en.soccerwiki.org/player.php?pid=37426,Cheikhou Kouyaté,Box-To-Box Midfielder,21-Dec-89,Senegal,https://cdn.soccerwiki.org/images/player/37426.jpg,83,189,89,26,0,3,0,0,0,8,0,0,0,0,0,4,5,0,0,0,0,0,1,0,9,0,10,7,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1
103,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"SHAQIRI, Xherdan",https://en.soccerwiki.org/player.php?pid=40667,Xherdan Shaqiri,Winger,10-Oct-91,Switzerland,https://cdn.soccerwiki.org/images/player/40667.jpg,72,169,89,24,0,0,0,0,0,10,6,0,3,0,0,4,0,7,8,0,0,0,5,0,1,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,0,1
104,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"ZIELER, Ron-Robert",https://en.soccerwiki.org/player.php?pid=38664,Ron-Robert Zieler,Keeper,12-Feb-89,Germany,https://cdn.soccerwiki.org/images/player/38664.jpg,83,188,89,27,6,0,10,5,8,0,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
105,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"BENTEKE, Christian",https://en.soccerwiki.org/player.php?pid=33012,Christian Benteke Liolo,Target Man,03-Dec-90,Belgium,https://cdn.soccerwiki.org/images/player/33012.jpg,83,190,89,25,10,0,0,0,0,0,8,0,0,5,0,0,0,2,0,0,0,0,0,0,4,0,7,0,0,6,0,0,1,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
106,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"YOUNG, Ashley",https://en.soccerwiki.org/player.php?pid=1933,Ashley Simon Young,Winger,09-Jul-85,England,https://cdn.soccerwiki.org/images/player/1933.jpg,65,175,89,31,0,0,0,0,1,0,0,7,8,0,0,10,0,3,0,0,0,0,0,0,5,0,6,9,0,0,0,0,2,0,0,0,4,1,1,0,0,1,1,0,3,3,0,3,3,0,0,0,0,1,1
107,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"WIJNALDUM, Georginio",https://en.soccerwiki.org/player.php?pid=22649,Georginio Wijnaldum,Box-To-Box Midfielder,11-Nov-90,Netherlands,https://cdn.soccerwiki.org/images/player/22649.jpg,68,178,89,25,0,0,0,0,0,9,2,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,4,10,0,1,0,0,8,5,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,1,0
108,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"SIGURDSSON, Gylfi",https://en.soccerwiki.org/player.php?pid=38663,Gylfi Þór Sigurðsson,Advanced Playmaker,09-Sep-89,Iceland,https://cdn.soccerwiki.org/images/player/38663.jpg,79,186,89,26,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,6,0,0,0,3,9,10,1,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,1,0
109,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"WILLIAMS, Ashley",https://en.soccerwiki.org/player.php?pid=1714,Ashley Errol Williams,Stopper,23-Aug-84,Wales,https://cdn.soccerwiki.org/images/player/1714.jpg,71,183,89,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,4,0,0,1,2,0,0,8,5,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"FUCHS, Christian",https://en.soccerwiki.org/player.php?pid=13023,Christian Fuchs,Wingback,07-Apr-86,Austria,https://cdn.soccerwiki.org/images/player/13023.jpg,80,186,89,30,0,0,0,0,0,0,6,0,3,0,0,0,0,0,7,0,0,0,5,0,1,0,8,9,0,0,0,0,4,2,0,0,10,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
111,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"CÉDRIC, Soares",https://en.soccerwiki.org/player.php?pid=46757,Cédric Ricardo Alves Soares,Wingback,31-Aug-91,Portugal,https://cdn.soccerwiki.org/images/player/46757.jpg,67,172,89,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0
112,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"AFELLAY, Ibrahim",https://en.soccerwiki.org/player.php?pid=3201,Ibrahim Afellay,Playmaker,02-Apr-86,Netherlands,https://cdn.soccerwiki.org/images/player/3201.jpg,72,180,89,30,0,0,0,0,0,6,7,0,4,0,0,5,0,8,9,0,0,0,0,0,0,0,2,10,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,1,0
113,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"DIOUF, Mame",https://en.soccerwiki.org/player.php?pid=33801,Mame Biram Diouf,Target Man,16-Dec-87,Senegal,https://cdn.soccerwiki.org/images/player/33801.jpg,76,185,89,28,8,7,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,0,0,2,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1
